ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice ,20th Choice
001001-00-0150,C03,C10,,,,,,,,,,,,,,,,,,
001001-00-0155,C10,C03,C01,,,,,,,,,,,,,,,,,
001001-00-0156,C02,C15,C12,,,,,,,,,,,,,,,,,
001001-00-0160,C09,C14,C01,C13,,,,,,,,,,,,,,,,
001001-00-0163,C14,C13,C01,C02,C04,,,,,,,,,,,,,,,
001001-00-0166,C15,C12,C18,C20,C13,C09,C06,,,,,,,,,,,,,
001001-00-0169,C15,C12,C18,C13,C20,C06,C05,C09,C04,,,,,,,,,,,
001001-00-0172,C13,C04,C16,C02,C01,C10,C03,,,,,,,,,,,,,
001001-00-0175,C06,C12,C18,C20,,,,,,,,,,,,,,,,
001001-00-0179,C06,C18,C14,C09,C04,C12,,,,,,,,,,,,,,
001001-00-0180,C13,C02,C17,C01,,,,,,,,,,,,,,,,
001001-00-0183,C13,C02,C17,C01,,,,,,,,,,,,,,,,
001001-00-0185,C10,C13,C02,C16,C03,C19,C01,,,,,,,,,,,,,
001001-00-0190,C04,C09,C15,C06,,,,,,,,,,,,,,,,
001001-00-0192,C18,C06,C20,C13,C12,C08,,,,,,,,,,,,,,
001001-00-0195,C06,C15,,,,,,,,,,,,,,,,,,
001001-00-0198,C09,C07,C08,C11,C10,,,,,,,,,,,,,,,
001001-00-0201,C06,C16,C17,,,,,,,,,,,,,,,,,
001001-00-0205,C09,C14,,,,,,,,,,,,,,,,,,
001001-00-0209,C09,C15,,,,,,,,,,,,,,,,,,
001001-00-0211,C09,C14,C16,,,,,,,,,,,,,,,,,
001001-00-0214,C16,C15,,,,,,,,,,,,,,,,,,
001001-00-0218,C02,C18,C04,C12,C16,C17,C19,C01,C03,C06,C14,C13,,,,,,,,
001001-00-0219,C09,C19,C05,C16,C15,C04,C02,C12,C06,C20,,,,,,,,,,
001001-00-0223,C09,C10,C07,C01,C02,C17,C16,C18,C13,C03,C12,C14,,,,,,,,
001001-00-0225,C14,C09,C02,C13,C12,C16,C01,,,,,,,,,,,,,
001001-00-0229,C10,C01,C06,C12,C18,C20,C03,C08,C14,,,,,,,,,,,
001001-00-0231,C04,C02,C06,C12,C13,C15,C16,C18,C20,,,,,,,,,,,
001001-00-0234,C18,C06,C20,C12,C13,,,,,,,,,,,,,,,
001001-00-0237,C13,C04,C14,C02,C16,C12,,,,,,,,,,,,,,
001001-00-0242,C09,C12,C13,C15,C18,C19,C02,C06,,,,,,,,,,,,
001001-00-0244,C13,C16,C02,C04,,,,,,,,,,,,,,,,
001001-00-0246,C06,C04,C13,C16,C02,,,,,,,,,,,,,,,
001001-00-0250,C02,C01,C09,C14,C12,C13,C04,C16,,,,,,,,,,,,
001001-00-0252,C13,C02,,,,,,,,,,,,,,,,,,
001001-00-0256,C06,C14,C03,C18,,,,,,,,,,,,,,,,
001001-00-0260,C16,C04,C06,,,,,,,,,,,,,,,,,
001001-00-0261,C06,C18,C12,C17,C20,,,,,,,,,,,,,,,
001001-00-0265,C18,C06,C20,,,,,,,,,,,,,,,,,
001001-00-0268,C09,C12,C13,C16,C06,C18,C15,,,,,,,,,,,,,
001001-00-0272,C03,C05,C07,C08,C09,C10,C11,C14,C19,C01,C17,,,,,,,,,
001001-00-0274,,,,,,,,,,,,,,,,,,,,
001001-00-0278,C16,C04,C02,C15,C18,C12,C20,C13,C01,C19,,,,,,,,,,
001001-00-0279,C15,C16,C06,C20,C10,C12,C04,C18,,,,,,,,,,,,
001001-00-0281,C16,C04,C13,C15,C17,C19,C05,C11,C02,C10,C01,C09,C03,C14,,,,,,
001001-00-0285,C04,C17,C16,C06,,,,,,,,,,,,,,,,
001001-00-0289,C06,C12,C18,C20,C05,,,,,,,,,,,,,,,
001001-00-0293,,,,,,,,,,,,,,,,,,,,
001001-00-0294,C06,C18,C12,C13,C04,C02,C20,C03,,,,,,,,,,,,
001001-00-0298,C12,C06,C18,,,,,,,,,,,,,,,,,
001001-00-0301,C06,C12,C16,C04,C20,,,,,,,,,,,,,,,
001001-00-0305,C04,C13,C19,C16,C14,C02,C01,,,,,,,,,,,,,
001001-00-0307,C06,C20,C18,C12,,,,,,,,,,,,,,,,
001001-00-0311,C06,C12,C20,C18,,,,,,,,,,,,,,,,
001001-00-0314,C09,C06,C14,C02,C18,,,,,,,,,,,,,,,
001001-00-0317,C13,C04,C19,C16,C10,C02,C01,C15,C09,,,,,,,,,,,
001001-00-0318,C04,,,,,,,,,,,,,,,,,,,
001001-00-0322,C02,C16,C15,C04,C06,C13,C12,C10,C09,,,,,,,,,,,
001001-00-0324,C09,C14,C16,C19,C01,C02,C03,C10,,,,,,,,,,,,
001001-00-0329,C09,C06,C12,C18,C20,C03,,,,,,,,,,,,,,
001001-00-0330,overvote,,,,,,,,,,,,,,,,,,,
001001-00-0333,C01,C06,C02,C18,,,,,,,,,,,,,,,,
001001-00-0337,C09,C12,C16,C02,C04,C19,,,,,,,,,,,,,,
001001-00-0339,C09,C18,C12,C06,C04,C15,C02,,,,,,,,,,,,,
001001-00-0343,C12,C06,C18,C13,C04,,,,,,,,,,,,,,,
001001-00-0345,C09,C15,C08,C06,,,,,,,,,,,,,,,,
001001-00-0348,C12,C06,C18,C20,C13,C15,C09,C04,,,,,,,,,,,,
001001-00-0353,C09,C02,C17,,,,,,,,,,,,,,,,,
001001-00-0355,C09,C17,C19,C02,,,,,,,,,,,,,,,,
001001-00-0358,C17,C19,C02,C04,C12,C09,,,,,,,,,,,,,,
001001-00-0361,C04,,,,,,,,,,,,,,,,,,,
001001-00-0363,C16,C14,C13,C09,C02,C01,C15,C10,,,,,,,,,,,,
001001-00-0367,C15,C03,,,,,,,,,,,,,,,,,,
001001-00-0371,,,,,,,,,,,,,,,,,,,,
001001-00-0372,C02,C14,C01,C04,C10,C16,,,,,,,,,,,,,,
001001-00-0376,,,,,,,,,,,,,,,,,,,,
001001-00-0380,,,,,,,,,,,,,,,,,,,,
001001-00-0383,C06,C09,C13,C18,C20,C04,C12,C15,C16,,,,,,,,,,,
001001-00-0384,C04,,,,,,,,,,,,,,,,,,,
001001-00-0388,C19,C01,C03,C05,C07,C08,C09,C10,C11,C14,,,,,,,,,,
001001-00-0391,C02,C13,C10,C06,C04,C15,,,,,,,,,,,,,,
001001-00-0395,C10,C03,C12,C06,C08,,,,,,,,,,,,,,,
001001-00-0396,C02,C08,C10,C07,C16,C17,C03,C13,C11,C12,C15,C19,,,,,,,,
001001-00-0401,C06,C09,,,,,,,,,,,,,,,,,,
001001-00-0404,C06,C15,C16,C18,,,,,,,,,,,,,,,,
001001-00-0405,C04,C16,C13,C15,C02,C03,C19,C10,C01,,,,,,,,,,,
001001-00-0410,C18,,,,,,,,,,,,,,,,,,,
001001-00-0411,C13,C09,C14,C15,C01,C02,C04,C19,C16,,,,,,,,,,,
001001-00-0416,C14,C01,C02,C04,C09,,,,,,,,,,,,,,,
001001-00-0418,C16,C02,C12,C15,C04,C06,,,,,,,,,,,,,,
001001-00-0420,C13,C09,C14,C15,C01,C02,C04,C19,C16,,,,,,,,,,,
001001-00-0425,C10,C09,C02,C14,C01,C06,C12,C18,C20,,,,,,,,,,,
001001-00-0427,C13,C19,C16,C02,C01,C03,C10,,,,,,,,,,,,,
001001-00-0429,C20,C02,C09,C18,C04,,,,,,,,,,,,,,,
001001-00-0434,C08,C01,,,,,,,,,,,,,,,,,,
001001-00-0435,C13,C06,,,,,,,,,,,,,,,,,,
001001-00-0439,C10,,,,,,,,,,,,,,,,,,,
001001-00-0441,C13,C02,C12,C18,C04,C20,C19,,,,,,,,,,,,,
001001-00-0445,C04,C06,C13,C15,C09,C20,C02,C12,,,,,,,,,,,,
001001-00-0449,C09,C04,C13,C18,C02,,,,,,,,,,,,,,,
001001-00-0451,C04,C02,C16,C17,C09,C19,C06,,,,,,,,,,,,,
001001-00-0453,C09,C14,C06,,,,,,,,,,,,,,,,,
001001-00-0457,C09,C14,C06,,,,,,,,,,,,,,,,,
001001-00-0460,C13,C09,C04,C14,C16,C02,C15,C18,,,,,,,,,,,,
001001-00-0464,C09,C04,C16,C15,C03,C01,C14,C17,C18,,,,,,,,,,,
001001-00-0466,C18,C06,C20,C14,C01,C03,C08,C12,C10,,,,,,,,,,,
001001-00-0470,C04,C19,C09,,,,,,,,,,,,,,,,,
001001-00-0471,C13,C16,C02,C09,C04,C06,C15,,,,,,,,,,,,,
001001-00-0476,C06,C09,C15,C02,,,,,,,,,,,,,,,,
001001-00-0477,C12,,,,,,,,,,,,,,,,,,,
001001-00-0481,C04,,,,,,,,,,,,,,,,,,,
001001-00-0484,C04,C15,C16,C02,C13,C03,C14,C01,C10,,,,,,,,,,,
001001-00-0486,C09,C10,C13,C03,,,,,,,,,,,,,,,,
001001-00-0490,C04,C09,C12,C06,C13,C15,C16,,,,,,,,,,,,,
001001-00-0494,C13,C09,C14,C01,C02,,,,,,,,,,,,,,,
001001-00-0496,C04,C08,C16,C09,C07,C03,C12,C13,C02,,,,,,,,,,,
001001-00-0498,C09,C13,C10,C03,C12,,,,,,,,,,,,,,,
001001-00-0503,C04,C08,C16,C09,C07,C03,C12,C13,C02,,,,,,,,,,,
001001-00-0504,C04,C02,C09,C16,C03,C01,C13,C06,C10,,,,,,,,,,,
001001-00-0509,C09,C17,C19,C02,C04,C12,C16,,,,,,,,,,,,,
001001-00-0510,C09,C01,C04,C12,C14,C15,C17,C20,C13,,,,,,,,,,,
001001-00-0515,C09,C04,C02,C03,C16,C01,C06,C15,,,,,,,,,,,,
001001-00-0518,C06,,,,,,,,,,,,,,,,,,,
001001-00-0521,C09,C14,C13,C01,C02,C04,C15,C06,,,,,,,,,,,,
001001-00-0522,C02,C14,C04,C03,C06,C18,C17,,,,,,,,,,,,,
001001-00-0527,C09,C14,C02,C04,C16,C15,,,,,,,,,,,,,,
001001-00-0529,C09,C01,C14,C15,C13,C04,C12,C19,C11,,,,,,,,,,,
001001-00-0531,C06,C12,C20,C18,C07,,,,,,,,,,,,,,,
001001-00-0534,C09,C13,C17,C06,C18,C12,,,,,,,,,,,,,,
001001-00-0538,C02,C13,C04,C12,C16,C01,C09,C18,,,,,,,,,,,,
001001-00-0541,C02,C16,C13,C03,C01,C04,C20,C06,C10,C19,C15,C09,C14,,,,,,,
001001-00-0543,C18,C12,C06,,,,,,,,,,,,,,,,,
001001-00-0547,C06,C10,C12,,,,,,,,,,,,,,,,,
001001-00-0549,C03,C10,C18,C20,C06,C02,C04,C12,C13,C01,C07,,,,,,,,,
001001-00-0553,C09,C06,C12,,,,,,,,,,,,,,,,,
001001-00-0556,C02,C04,C01,C13,C12,C16,C09,C18,,,,,,,,,,,,
001001-00-0560,C18,C04,C06,C09,C13,C12,,,,,,,,,,,,,,
001001-00-0562,C01,C04,C16,C13,C15,C02,,,,,,,,,,,,,,
001001-00-0566,C09,C14,C04,C16,C01,C13,,,,,,,,,,,,,,
001001-00-0569,C18,C09,C12,C01,C14,,,,,,,,,,,,,,,
001001-00-0570,C01,C06,C12,C18,C20,,,,,,,,,,,,,,,
001001-00-0575,C12,C18,C20,C02,C04,C06,C16,C15,,,,,,,,,,,,
001001-00-0577,C01,C04,C13,C06,C02,C16,,,,,,,,,,,,,,
001001-00-0580,C02,C15,C04,C06,C18,,,,,,,,,,,,,,,
001001-00-0582,C13,C18,C12,C06,,,,,,,,,,,,,,,,
001001-00-0585,C02,C13,C12,C16,C06,C04,C15,,,,,,,,,,,,,
001001-00-0589,C15,C16,C09,C02,C04,C13,C19,C14,,,,,,,,,,,,
001001-00-0595,C06,C18,C10,C12,C20,,,,,,,,,,,,,,,
001001-00-0598,C18,C20,C12,C06,,,,,,,,,,,,,,,,
001001-00-0601,C12,C16,C02,C04,,,,,,,,,,,,,,,,
001001-00-0603,overvote,C09,,,,,,,,,,,,,,,,,,
001001-00-0606,C15,C16,C06,C04,C18,,,,,,,,,,,,,,,
001001-00-0610,C01,C16,C02,,,,,,,,,,,,,,,,,
001001-00-0611,C04,C13,C02,C15,,,,,,,,,,,,,,,,
001001-00-0617,C06,C18,C10,C12,C20,,,,,,,,,,,,,,,
001001-00-0618,,,,,,,,,,,,,,,,,,,,
001001-00-0623,C03,C09,C20,,,,,,,,,,,,,,,,,
001001-00-0624,C15,C16,C04,C06,C18,C10,C11,,,,,,,,,,,,,
001001-00-0627,C09,C02,C14,C04,C01,C13,,,,,,,,,,,,,,
001001-00-0630,,,,,,,,,,,,,,,,,,,,
001001-00-0635,C04,C02,C14,C09,,,,,,,,,,,,,,,,
001001-00-0637,C14,C12,C16,C19,C09,C11,C17,C13,C05,,,,,,,,,,,
001001-00-0640,C12,C13,C04,C06,C15,,,,,,,,,,,,,,,
001001-00-0644,C15,C06,C16,C10,C18,,,,,,,,,,,,,,,
001001-00-0645,C17,C02,,,,,,,,,,,,,,,,,,
001001-00-0648,C16,C18,C06,,,,,,,,,,,,,,,,,
001001-00-0653,C13,C02,C16,C01,C03,C19,C11,,,,,,,,,,,,,
001001-00-0656,C06,C18,C12,C20,C10,,,,,,,,,,,,,,,
001001-00-0658,C06,C01,C13,C15,C04,,,,,,,,,,,,,,,
001001-00-0662,C02,C15,C04,,,,,,,,,,,,,,,,,
001001-00-0664,C13,C02,C04,C15,,,,,,,,,,,,,,,,
001001-00-0665,C20,C06,overvote,,,,,,,,,,,,,,,,,
001001-00-0670,C13,C14,C01,C16,C18,C02,C03,C04,C12,,,,,,,,,,,
001001-00-0672,C18,C06,C20,C12,,,,,,,,,,,,,,,,
001001-00-0675,C15,C16,C02,C13,C04,C01,C10,C17,,,,,,,,,,,,
001001-00-0679,C12,,,,,,,,,,,,,,,,,,,
001001-00-0682,C12,C18,C20,C06,C09,C14,,,,,,,,,,,,,,
001001-00-0683,C16,C19,,,,,,,,,,,,,,,,,,
001001-00-0686,C06,C12,C20,C18,C09,C03,,,,,,,,,,,,,,
001001-00-0691,C15,C16,C06,C04,C20,C18,C13,C12,C19,C17,C10,C01,,,,,,,,
001001-00-0693,C02,C06,C13,C12,C15,C18,C04,,,,,,,,,,,,,
001001-00-0697,C01,C02,C19,C06,C12,C18,,,,,,,,,,,,,,
001001-00-0698,C09,C04,,,,,,,,,,,,,,,,,,
001001-00-0702,C09,C02,C04,,,,,,,,,,,,,,,,,
001001-00-0705,C09,C08,C11,C14,C19,C03,C01,C05,C07,C10,C17,,,,,,,,,
001001-00-0708,C04,C15,C16,C18,C02,,,,,,,,,,,,,,,
001001-00-0712,overvote,,,,,,,,,,,,,,,,,,,
001001-00-0714,C12,C20,C06,C18,C09,,,,,,,,,,,,,,,
001001-00-0717,,,,,,,,,,,,,,,,,,,,
001001-00-0721,C10,C06,,,,,,,,,,,,,,,,,,
001001-00-0723,C18,overvote,C13,,,,,,,,,,,,,,,,,
001001-00-0725,C14,C01,C09,C02,C04,,,,,,,,,,,,,,,
001001-00-0730,C12,C07,C18,,,,,,,,,,,,,,,,,
001001-00-0732,C12,C18,C20,C06,,,,,,,,,,,,,,,,
001001-00-0735,C09,C13,C06,C02,C20,C17,C04,C03,C14,C15,C19,C18,C10,C01,,,,,,
001001-00-0738,C12,C03,C05,C06,C07,C08,C09,C10,C11,,,,,,,,,,,
001001-00-0741,C06,C15,C20,C16,,,,,,,,,,,,,,,,
001001-00-0744,C02,C13,C14,C20,C15,C12,C06,C04,C18,C01,C05,,,,,,,,,
001001-00-0746,C06,C18,,,,,,,,,,,,,,,,,,
001001-00-0751,C14,C04,C02,C06,C13,C12,C20,C15,C18,C16,,,,,,,,,,
001001-00-0753,C02,C19,C01,C16,C13,C04,C03,C10,,,,,,,,,,,,
001001-00-0757,C12,C04,,,,,,,,,,,,,,,,,,
001001-00-0759,C15,C04,C12,,,,,,,,,,,,,,,,,
001001-00-0763,C08,C11,C12,C18,,,,,,,,,,,,,,,,
001001-00-0765,C02,C15,C06,C16,C04,,,,,,,,,,,,,,,
001001-00-0767,C18,C20,C06,C12,C13,C04,C14,C11,C10,C09,C08,C07,C05,C03,C02,C01,C19,overvote,C15,
001001-00-0769,C06,C04,C15,C18,C20,C14,C05,C08,C12,,,,,,,,,,,
001001-00-0773,C09,C01,C02,C04,C14,,,,,,,,,,,,,,,
001001-00-0776,C03,C19,C10,C01,C13,C16,C02,,,,,,,,,,,,,
001001-00-0779,C04,C03,C16,C17,C15,,,,,,,,,,,,,,,
001001-00-0781,C04,C06,C13,C15,C14,C09,,,,,,,,,,,,,,
001001-00-0790,,,,,,,,,,,,,,,,,,,,
001001-00-0791,C10,C13,C02,C04,,,,,,,,,,,,,,,,
001001-00-0793,overvote,,,,,,,,,,,,,,,,,,,
001001-00-0797,C18,C02,C06,C09,,,,,,,,,,,,,,,,
001001-00-0803,C13,C02,C04,C16,,,,,,,,,,,,,,,,
001001-00-0808,C15,C16,C18,C13,C04,C06,C02,C12,C20,,,,,,,,,,,
001001-00-0809,C10,C08,C19,C11,C14,C17,C01,C03,C05,C07,C09,,,,,,,,,
001001-00-0813,C16,C04,C15,C09,C08,C02,,,,,,,,,,,,,,
001001-00-0815,C16,,,,,,,,,,,,,,,,,,,
001001-00-0820,C01,C04,C15,C13,,,,,,,,,,,,,,,,
001001-00-0822,C06,C04,C13,C09,C16,,,,,,,,,,,,,,,
001001-00-0824,C12,C13,C19,C02,C04,C06,C09,C20,C16,,,,,,,,,,,
001001-00-0828,C20,C13,C12,C04,C15,,,,,,,,,,,,,,,
001001-00-0830,C07,C15,C06,C16,,,,,,,,,,,,,,,,
001001-00-0835,overvote,,,,,,,,,,,,,,,,,,,
001001-00-0836,C02,C04,C12,C15,,,,,,,,,,,,,,,,
001001-00-0840,C02,C01,C14,C19,C18,C06,C10,C05,,,,,,,,,,,,
001001-00-0844,C02,C04,overvote,C13,C18,C15,C01,C06,,,,,,,,,,,,
001001-00-0846,C10,C12,C13,C15,C16,C18,C20,C02,C06,C07,,,,,,,,,,
001001-00-0850,C06,C18,C10,C12,C20,,,,,,,,,,,,,,,
001001-00-0852,C06,C12,C18,C20,C08,C10,,,,,,,,,,,,,,
001001-00-0854,C20,C12,C16,C06,C13,C05,C07,C15,,,,,,,,,,,,
001001-00-0858,overvote,,,,,,,,,,,,,,,,,,,
001001-00-0860,overvote,C18,overvote,overvote,,,,,,,,,,,,,,,,
001001-00-0865,C06,C18,C12,C04,,,,,,,,,,,,,,,,
001001-00-0867,C11,C02,C04,C10,C12,C13,C18,C01,,,,,,,,,,,,
001001-00-0871,C18,C13,C06,C05,C11,C10,C03,C14,,,,,,,,,,,,
001001-00-0874,C13,C02,C16,C04,C03,C12,C10,C19,C01,,,,,,,,,,,
001001-00-0876,C18,C06,C09,C20,,,,,,,,,,,,,,,,
001001-00-0880,C17,C08,C07,C10,C14,C11,C19,C01,C03,C05,C13,C12,C02,C04,C09,,,,,
001001-00-0881,C18,C09,C13,C11,,,,,,,,,,,,,,,,
001001-00-0884,C06,C18,C12,C20,,,,,,,,,,,,,,,,
001001-00-0887,C09,,,,,,,,,,,,,,,,,,,
001001-00-0892,C01,C06,C09,,,,,,,,,,,,,,,,,
001001-00-0893,C06,C12,C18,C20,C07,,,,,,,,,,,,,,,
001001-00-0898,C06,C18,C20,C07,C12,C10,,,,,,,,,,,,,,
001001-00-0900,C06,C18,C20,C12,,,,,,,,,,,,,,,,
001001-00-0902,C15,C06,C02,,,,,,,,,,,,,,,,,
001001-00-0905,C16,C15,C06,C04,C02,,,,,,,,,,,,,,,
001001-00-0909,C09,C02,C20,C08,C06,,,,,,,,,,,,,,,
001001-00-0911,C09,C02,C15,C16,,,,,,,,,,,,,,,,
001001-00-0914,C04,C02,C06,C16,C19,C10,,,,,,,,,,,,,,
001001-00-0918,C13,C12,C18,C02,C06,C04,C20,,,,,,,,,,,,,
001001-00-0919,C18,C06,C12,C20,,,,,,,,,,,,,,,,
001001-00-0922,C06,,,,,,,,,,,,,,,,,,,
001001-00-0927,overvote,,,,,,,,,,,,,,,,,,,
001001-00-0929,C18,,,,,,,,,,,,,,,,,,,
001001-00-0933,C06,C20,C12,,,,,,,,,,,,,,,,,
001001-00-0934,C02,C19,C01,C17,C13,C04,C10,C03,,,,,,,,,,,,
001001-00-0939,overvote,,,,,,,,,,,,,,,,,,,
001001-00-0942,C02,C04,C16,C15,C12,C13,,,,,,,,,,,,,,
001001-00-0944,C13,C16,C14,C03,C04,,,,,,,,,,,,,,,
001001-00-0948,C09,C12,C06,,,,,,,,,,,,,,,,,
001001-00-0951,C06,C12,C20,C18,,,,,,,,,,,,,,,,
001001-00-0952,C13,C09,C04,C14,C16,C02,C15,,,,,,,,,,,,,
001001-00-0956,C02,C04,C10,C11,C15,,,,,,,,,,,,,,,
001001-00-0959,C01,C02,C17,C06,,,,,,,,,,,,,,,,
001001-00-0961,C13,C02,C04,C12,C15,,,,,,,,,,,,,,,
001001-00-0966,C13,C02,C15,C17,C16,C01,C03,C04,C09,C19,C10,C06,,,,,,,,
001001-00-0969,C06,C18,C19,C20,C04,C12,,,,,,,,,,,,,,
001001-00-0971,C16,C02,C03,C14,C01,C10,C12,,,,,,,,,,,,,
001001-00-0975,C02,C04,C14,C16,C01,C12,C19,C03,C15,C06,,,,,,,,,,
001001-00-0976,C06,C09,C13,C20,C10,C02,C04,C12,C15,C18,C01,C03,C05,C07,C08,C14,C16,C11,C19,C17
001001-00-0981,C15,C16,C06,,,,,,,,,,,,,,,,,
001001-00-0984,C15,C06,C09,C02,C04,,,,,,,,,,,,,,,
001001-00-0987,C15,C16,,,,,,,,,,,,,,,,,,
001001-00-0988,C01,C12,C08,C02,C06,,,,,,,,,,,,,,,
001001-00-0992,C02,C20,C13,C09,C06,C16,C04,C03,C18,C01,C17,C08,C12,C14,C15,C19,C05,C10,,
001001-00-0994,C04,C13,C16,C19,C17,C15,C02,,,,,,,,,,,,,
001001-00-0997,C16,C15,C02,C13,C04,C01,C10,C17,,,,,,,,,,,,
001001-00-1002,C06,C12,C18,C20,,,,,,,,,,,,,,,,
001001-00-1004,C06,C18,C20,C12,,,,,,,,,,,,,,,,
001001-00-1008,C06,C12,C18,C20,,,,,,,,,,,,,,,,
001001-00-1010,C06,C09,,,,,,,,,,,,,,,,,,
001001-00-1012,C02,C01,C04,C14,C13,C15,,,,,,,,,,,,,,
001001-00-1016,C06,C12,C20,C18,C09,,,,,,,,,,,,,,,
001001-00-1018,C02,C04,,,,,,,,,,,,,,,,,,
001001-00-1021,C02,C01,C04,C13,C06,C09,C10,C14,C12,C20,C19,C17,,,,,,,,
001001-00-1025,C06,C18,C12,C20,C15,C09,,,,,,,,,,,,,,
001001-00-1027,C06,C16,C04,,,,,,,,,,,,,,,,,
001001-00-1031,C01,C14,,,,,,,,,,,,,,,,,,
001001-00-1034,C12,C20,C16,C06,C18,C19,,,,,,,,,,,,,,
001001-00-1037,C02,C09,C16,C15,C12,,,,,,,,,,,,,,,
001001-00-1041,C12,C09,C13,,,,,,,,,,,,,,,,,
001001-00-1045,C09,C19,C02,C13,C16,C04,C05,C17,C12,,,,,,,,,,,
001001-00-1048,C06,C12,C09,C18,,,,,,,,,,,,,,,,
001001-00-1051,C12,C20,C06,,,,,,,,,,,,,,,,,
001001-00-1053,C10,C19,,,,,,,,,,,,,,,,,,
001001-00-1056,C02,C04,C16,C01,C13,,,,,,,,,,,,,,,
001001-00-1060,C06,C12,C18,C19,C15,,,,,,,,,,,,,,,
001001-00-1062,C06,C12,C20,C18,C09,,,,,,,,,,,,,,,
001001-00-1065,C14,C13,C04,C09,C16,C10,,,,,,,,,,,,,,
001001-00-1067,C09,C04,C14,,,,,,,,,,,,,,,,,
001001-00-1072,C04,C13,C06,C15,C16,,,,,,,,,,,,,,,
001001-00-1075,C09,C14,C01,C18,,,,,,,,,,,,,,,,
001001-00-1077,C10,C16,C06,,,,,,,,,,,,,,,,,
001001-00-1081,C13,C02,C01,C03,C14,C12,,,,,,,,,,,,,,
001001-00-1084,C16,C13,C04,C19,C02,C10,C08,C15,C03,C17,C09,C14,C07,C18,C06,C05,C01,C11,C20,C12
001001-00-1087,C03,C13,C02,,,,,,,,,,,,,,,,,
001001-00-1089,C18,C06,C12,C08,C16,C17,C07,,,,,,,,,,,,,
001001-00-1092,C12,C06,C18,C19,,,,,,,,,,,,,,,,
001001-00-1094,C02,C13,,,,,,,,,,,,,,,,,,
001001-00-1099,C16,C14,,,,,,,,,,,,,,,,,,
001001-00-1100,C18,C06,C12,C14,,,,,,,,,,,,,,,,
001001-00-1103,C15,C16,C06,C08,,,,,,,,,,,,,,,,
001001-00-1108,C09,C18,C04,C05,,,,,,,,,,,,,,,,
001001-00-1110,C04,C18,C01,,,,,,,,,,,,,,,,,
001001-00-1114,C12,C06,C18,,,,,,,,,,,,,,,,,
001001-00-1116,C12,C06,C18,,,,,,,,,,,,,,,,,
001001-00-1119,C16,C10,C18,C17,,,,,,,,,,,,,,,,
001001-00-1122,C20,C18,C08,C06,C04,C12,C13,C02,C17,C16,C15,,,,,,,,,
001001-00-1125,C04,C06,C11,C12,C13,C18,C20,C02,,,,,,,,,,,,
001001-00-1127,,,,,,,,,,,,,,,,,,,,
001001-00-1132,overvote,C13,,,,,,,,,,,,,,,,,,
001001-00-1135,C20,C18,C06,C12,,,,,,,,,,,,,,,,
001001-00-1138,C06,C18,C12,C20,,,,,,,,,,,,,,,,
001001-00-1140,C04,C06,C18,C14,C13,,,,,,,,,,,,,,,
001001-00-1142,C18,C20,C06,C12,,,,,,,,,,,,,,,,
001001-00-1146,C15,C16,,,,,,,,,,,,,,,,,,
001001-00-1149,overvote,,,,,,,,,,,,,,,,,,,
001001-00-1152,C15,C04,C06,,,,,,,,,,,,,,,,,
001001-00-1153,C09,C13,C15,C16,C12,,,,,,,,,,,,,,,
001001-00-1158,C12,C06,C20,C18,,,,,,,,,,,,,,,,
001001-00-1159,C04,C01,C02,C15,,,,,,,,,,,,,,,,
001001-00-1164,C09,C02,C14,,,,,,,,,,,,,,,,,
001001-00-1165,C18,C20,,,,,,,,,,,,,,,,,,
001001-00-1170,C06,C18,C13,C20,C15,,,,,,,,,,,,,,,
001001-00-1172,C06,C18,C12,C13,C15,C04,C02,C20,,,,,,,,,,,,
001001-00-1175,C06,C13,C04,C02,C20,C12,C19,C05,C08,,,,,,,,,,,
001001-00-1180,C04,C12,,,,,,,,,,,,,,,,,,
001001-00-1182,C06,C12,C18,C04,C02,C16,C15,C20,,,,,,,,,,,,
001001-00-1185,C16,C02,C04,C12,C18,C06,C13,C19,C15,C20,C17,,,,,,,,,
001001-00-1188,C13,C19,C01,C02,C16,C15,,,,,,,,,,,,,,
001001-00-1189,C16,C04,C02,C12,C19,C15,C18,C06,C13,C17,,,,,,,,,,
001001-00-1194,C12,C18,C20,C04,C06,C13,C16,,,,,,,,,,,,,
001001-00-1196,C18,C04,C10,C08,,,,,,,,,,,,,,,,
001001-00-1199,C04,C13,C15,C19,C11,C02,C16,,,,,,,,,,,,,
001001-00-1201,C02,C07,C09,C08,C14,C16,C17,C19,,,,,,,,,,,,
001001-00-1206,C09,C02,C05,C04,C03,C17,C11,C19,C14,C15,,,,,,,,,,
001001-00-1208,C15,C10,C16,,,,,,,,,,,,,,,,,
001001-00-1211,C02,C09,C16,C11,,,,,,,,,,,,,,,,
001001-00-1215,overvote,,,,,,,,,,,,,,,,,,,
001001-00-1216,C12,C18,C02,C06,C08,C13,,,,,,,,,,,,,,
001001-00-1221,C13,C02,C16,C01,C10,C12,C06,,,,,,,,,,,,,
001001-00-1222,C06,C02,C12,C01,C17,C19,,,,,,,,,,,,,,
001001-00-1227,C06,C02,C16,C12,C04,C10,,,,,,,,,,,,,,
