ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
001103-00-0788,C04,,,,,,,,,,,,,,,
001103-00-1559,C04,,,,,,,,,,,,,,,
000402-00-0070,C04,,,,,,,,,,,,,,,
000402-00-0304,C04,,,,,,,,,,,,,,,
000402-00-0597,C04,,,,,,,,,,,,,,,
000402-00-0599,C04,,,,,,,,,,,,,,,
000402-00-0607,C04,,,,,,,,,,,,,,,
000102-00-0717,C04,C15,,,,,,,,,,,,,,
000403-00-0052,C04,,,,,,,,,,,,,,,
000403-00-0241,C04,C10,,,,,,,,,,,,,,
000603-00-0478,C04,,,,,,,,,,,,,,,
000603-00-0728,C04,,,,,,,,,,,,,,,
001102-00-0389,C04,,,,,,,,,,,,,,,
001102-00-0582,C04,,,,,,,,,,,,,,,
001102-00-1172,C04,,,,,,,,,,,,,,,
000202-00-0002,C04,,,,,,,,,,,,,,,
000701-00-0584,C04,,,,,,,,,,,,,,,
000701-00-0597,C04,,,,,,,,,,,,,,,
000602-00-0058,C04,,,,,,,,,,,,,,,
000901-00-1298,C04,,,,,,,,,,,,,,,
000503-00-0590,C07,C04,C08,,,,,,,,,,,,,
000502-00-1053,C07,C15,C01,,,,,,,,,,,,,
000802-00-0263,C07,,,,,,,,,,,,,,,
000802-00-0825,C07,C08,C10,,,,,,,,,,,,,
000302-00-0328,C07,,,,,,,,,,,,,,,
001003-00-0416,C07,,,,,,,,,,,,,,,
001003-00-0627,C07,,,,,,,,,,,,,,,
001003-00-0628,C07,,,,,,,,,,,,,,,
001001-00-0049,C07,,,,,,,,,,,,,,,
000903-00-0457,C07,C15,C01,,,,,,,,,,,,,
000303-00-0239,C07,,,,,,,,,,,,,,,
000201-00-0239,C07,,,,,,,,,,,,,,,
000201-00-0276,C07,,,,,,,,,,,,,,,
000201-00-0414,C07,,,,,,,,,,,,,,,
000201-00-0441,C07,,,,,,,,,,,,,,,
000902-00-0125,C07,,,,,,,,,,,,,,,
000501-00-0026,C07,,,,,,,,,,,,,,,
001103-00-0125,C07,,,,,,,,,,,,,,,
001103-00-0774,C07,C10,,,,,,,,,,,,,,
000402-00-0130,C07,,,,,,,,,,,,,,,
000402-00-0136,C07,,,,,,,,,,,,,,,
000401-00-0124,C07,,,,,,,,,,,,,,,
000401-00-0263,C07,C01,,,,,,,,,,,,,,
000401-00-0348,C07,,,,,,,,,,,,,,,
000401-00-0493,C07,,,,,,,,,,,,,,,
000401-00-0561,C07,,,,,,,,,,,,,,,
000401-00-0761,C07,,,,,,,,,,,,,,,
000401-00-0903,C07,,,,,,,,,,,,,,,
000403-00-0017,C07,,,,,,,,,,,,,,,
001102-00-0573,C07,C10,C06,C04,,,,,,,,,,,,
000701-00-0846,C07,,,,,,,,,,,,,,,
000602-00-0199,C07,C10,,,,,,,,,,,,,,
000302-00-0290,C10,C07,C04,,,,,,,,,,,,,
000501-00-0298,C10,C07,C08,,,,,,,,,,,,,
000102-00-0011,C10,C07,C08,WI0,,,,,,,,,,,,
000302-00-0239,WI0,C10,C07,C04,,,,,,,,,,,,
001101-00-0265,C04,C07,,,,,,,,,,,,,,
000503-00-0472,C03,C01,,,,,,,,,,,,,,
000503-00-0757,C03,C04,,,,,,,,,,,,,,
000503-00-0894,C03,C15,C01,,,,,,,,,,,,,
000802-00-0257,overvote,C03,,,,,,,,,,,,,,
000802-00-0600,C03,C15,,,,,,,,,,,,,,
000101-00-0064,C03,C15,,,,,,,,,,,,,,
000101-00-0210,C03,,,,,,,,,,,,,,,
000101-00-0406,C03,,,,,,,,,,,,,,,
000101-00-0433,C03,C15,,,,,,,,,,,,,,
000101-00-0493,C03,C06,,,,,,,,,,,,,,
000302-00-0172,C03,C15,C06,,,,,,,,,,,,,
000302-00-0194,C03,,,,,,,,,,,,,,,
000302-00-0639,C03,,,,,,,,,,,,,,,
001003-00-0011,C03,C06,C08,C15,C01,,,,,,,,,,,
001003-00-0098,C03,,,,,,,,,,,,,,,
001003-00-0565,C03,C04,C15,,,,,,,,,,,,,
001003-00-0614,C03,C06,,,,,,,,,,,,,,
001003-00-0677,C03,C06,,,,,,,,,,,,,,
001003-00-0691,C03,,,,,,,,,,,,,,,
000903-00-0023,C03,C06,C15,,,,,,,,,,,,,
000903-00-0025,C03,C06,C15,,,,,,,,,,,,,
000903-00-0735,C03,C15,C06,,,,,,,,,,,,,
000903-00-0913,C03,C15,C01,,,,,,,,,,,,,
000903-00-0019,C03,,,,,,,,,,,,,,,
000303-00-0264,C03,C07,C15,,,,,,,,,,,,,
000601-00-0009,C03,,,,,,,,,,,,,,,
000601-00-0552,C03,,,,,,,,,,,,,,,
000601-00-0572,C03,,,,,,,,,,,,,,,
000902-00-0231,C03,C06,,,,,,,,,,,,,,
000902-00-1016,C03,C06,C08,,,,,,,,,,,,,
000902-00-1112,C03,C06,,,,,,,,,,,,,,
000902-00-1187,C03,C06,,,,,,,,,,,,,,
000902-00-1268,C03,C15,,,,,,,,,,,,,,
000501-00-0573,C03,,,,,,,,,,,,,,,
001103-00-0058,C03,C06,C15,,,,,,,,,,,,,
001103-00-0094,C03,C06,C15,,,,,,,,,,,,,
001103-00-0100,C03,,,,,,,,,,,,,,,
001103-00-0422,C03,,,,,,,,,,,,,,,
001103-00-1067,C03,C06,C08,,,,,,,,,,,,,
001103-00-1099,C03,,,,,,,,,,,,,,,
001103-00-1127,C03,C06,C01,,,,,,,,,,,,,
001103-00-1180,C03,C15,,,,,,,,,,,,,,
001103-00-1258,C03,C06,,,,,,,,,,,,,,
001103-00-1359,C03,C01,C06,,,,,,,,,,,,,
001103-00-1384,C03,C06,,,,,,,,,,,,,,
001103-00-1530,C03,C06,C15,,,,,,,,,,,,,
001103-00-1606,C03,,,,,,,,,,,,,,,
001101-00-0111,C03,,,,,,,,,,,,,,,
001101-00-0299,C03,,,,,,,,,,,,,,,
000402-00-0475,C03,,,,,,,,,,,,,,,
000401-00-0915,C03,,,,,,,,,,,,,,,
000102-00-0074,C03,C15,,,,,,,,,,,,,,
000102-00-0385,C03,,,,,,,,,,,,,,,
000102-00-0416,C03,,,,,,,,,,,,,,,
000102-00-0524,C03,,,,,,,,,,,,,,,
000102-00-0527,C03,,,,,,,,,,,,,,,
000102-00-0551,C03,,,,,,,,,,,,,,,
000102-00-0564,C03,,,,,,,,,,,,,,,
000102-00-0658,C03,,,,,,,,,,,,,,,
000403-00-0018,C03,,,,,,,,,,,,,,,
000403-00-0173,C03,,,,,,,,,,,,,,,
000103-00-0188,C03,C04,,,,,,,,,,,,,,
000103-00-0327,C03,C06,C15,,,,,,,,,,,,,
000103-00-0723,C03,,,,,,,,,,,,,,,
000103-00-0008,C03,WI0,,,,,,,,,,,,,,
000702-00-0003,C03,,,,,,,,,,,,,,,
000603-00-0121,C03,,,,,,,,,,,,,,,
000603-00-0216,C03,,,,,,,,,,,,,,,
000603-00-0291,C03,C15,C11,,,,,,,,,,,,,
000603-00-0340,C03,C15,C01,C06,C08,,,,,,,,,,,
000603-00-0404,C03,,,,,,,,,,,,,,,
000603-00-0464,C03,,,,,,,,,,,,,,,
000603-00-0487,C03,C15,C07,C11,,,,,,,,,,,,
000603-00-0523,C03,C06,,,,,,,,,,,,,,
000603-00-0563,C03,C15,,,,,,,,,,,,,,
001102-00-0137,C03,,,,,,,,,,,,,,,
001102-00-0146,C03,,,,,,,,,,,,,,,
001102-00-0448,C03,C15,C11,,,,,,,,,,,,,
001102-00-0796,C03,C06,C15,,,,,,,,,,,,,
001102-00-0881,C03,C01,C11,,,,,,,,,,,,,
001102-00-0893,C03,C15,C06,,,,,,,,,,,,,
000701-00-0650,C03,C11,C06,C01,,,,,,,,,,,,
000701-00-0725,C03,,,,,,,,,,,,,,,
001002-00-0388,C03,C06,,,,,,,,,,,,,,
001002-00-1137,C03,C11,,,,,,,,,,,,,,
000602-00-0366,C03,C01,C11,,,,,,,,,,,,,
000301-00-0183,C03,C06,,,,,,,,,,,,,,
000301-00-0690,C03,C11,C15,,,,,,,,,,,,,
000901-00-0327,C03,C06,,,,,,,,,,,,,,
000901-00-0411,C03,,,,,,,,,,,,,,,
000901-00-0849,C03,C11,,,,,,,,,,,,,,
000901-00-0896,C03,C06,,,,,,,,,,,,,,
000901-00-0967,C03,,,,,,,,,,,,,,,
000901-00-0969,C03,,,,,,,,,,,,,,,
000901-00-0983,C03,C08,C06,,,,,,,,,,,,,
000901-00-1315,C03,C07,,,,,,,,,,,,,,
000901-00-1384,C03,,,,,,,,,,,,,,,
000901-00-1389,C03,C15,C06,,,,,,,,,,,,,
000801-00-0287,C01,C03,,,,,,,,,,,,,,
000701-00-0440,C01,C03,C04,,,,,,,,,,,,,
001001-00-1108,C04,C03,,,,,,,,,,,,,,
000902-00-0221,C04,C03,C11,,,,,,,,,,,,,
001103-00-1411,C04,C03,,,,,,,,,,,,,,
001103-00-1527,C04,C15,C03,,,,,,,,,,,,,
001002-00-0823,C04,C03,,,,,,,,,,,,,,
000201-00-0047,C07,C03,C11,,,,,,,,,,,,,
000201-00-0430,C07,C03,C15,,,,,,,,,,,,,
001102-00-1444,C07,C03,C10,C01,,,,,,,,,,,,
000503-00-0951,C16,C01,,,,,,,,,,,,,,
000503-00-0960,C16,C01,,,,,,,,,,,,,,
000502-00-0376,C16,,,,,,,,,,,,,,,
000502-00-0471,C16,,,,,,,,,,,,,,,
000502-00-0472,C16,,,,,,,,,,,,,,,
000502-00-0574,C16,C11,C07,,,,,,,,,,,,,
000502-00-0823,C16,C01,,,,,,,,,,,,,,
000502-00-1097,C16,C03,C08,,,,,,,,,,,,,
000802-00-0628,C16,,,,,,,,,,,,,,,
000101-00-0288,C16,,,,,,,,,,,,,,,
000101-00-0450,C16,C15,C04,,,,,,,,,,,,,
000101-00-0603,C16,C06,,,,,,,,,,,,,,
000302-00-0087,C16,,,,,,,,,,,,,,,
000302-00-0309,C16,,,,,,,,,,,,,,,
000302-00-0447,C16,,,,,,,,,,,,,,,
000302-00-0470,C16,C08,C06,,,,,,,,,,,,,
000302-00-0654,C16,C15,,,,,,,,,,,,,,
001001-00-0286,C16,C01,,,,,,,,,,,,,,
001001-00-0872,C16,,,,,,,,,,,,,,,
001001-00-1136,C16,C01,,,,,,,,,,,,,,
000903-00-0079,C16,C03,,,,,,,,,,,,,,
000303-00-0063,C16,,,,,,,,,,,,,,,
000303-00-0098,overvote,C16,,,,,,,,,,,,,,
000303-00-0196,C16,C15,C07,,,,,,,,,,,,,
000303-00-0467,C16,,,,,,,,,,,,,,,
000201-00-0001,C16,C07,C11,C03,,,,,,,,,,,,
000201-00-0064,C16,C11,,,,,,,,,,,,,,
000201-00-0180,C16,C03,,,,,,,,,,,,,,
000201-00-0206,C16,C06,,,,,,,,,,,,,,
000201-00-0212,C16,C07,,,,,,,,,,,,,,
000201-00-0228,C16,C06,,,,,,,,,,,,,,
000201-00-0405,C16,C07,,,,,,,,,,,,,,
000201-00-0579,C16,,,,,,,,,,,,,,,
000201-00-0637,C16,,,,,,,,,,,,,,,
000601-00-0136,C16,,,,,,,,,,,,,,,
000601-00-0210,C16,,,,,,,,,,,,,,,
000601-00-0515,C16,,,,,,,,,,,,,,,
000601-00-0540,C16,,,,,,,,,,,,,,,
000601-00-0635,C16,C15,C01,,,,,,,,,,,,,
000601-00-0740,C16,C11,C03,,,,,,,,,,,,,
000601-00-0823,C16,C07,C04,,,,,,,,,,,,,
000902-00-0199,C16,,,,,,,,,,,,,,,
000902-00-0273,C16,C03,C06,,,,,,,,,,,,,
000902-00-1110,C16,C06,,,,,,,,,,,,,,
000902-00-1197,C16,C03,C04,,,,,,,,,,,,,
000902-00-0022,C16,C03,,,,,,,,,,,,,,
000801-00-0321,C16,C04,C07,C10,,,,,,,,,,,,
000501-00-0035,C16,C04,C11,,,,,,,,,,,,,
000501-00-0115,C16,,,,,,,,,,,,,,,
000501-00-0395,C16,C11,C03,,,,,,,,,,,,,
000501-00-0461,C16,C01,,,,,,,,,,,,,,
000501-00-0639,C16,,,,,,,,,,,,,,,
000501-00-0757,C16,,,,,,,,,,,,,,,
000501-00-0033,C16,,,,,,,,,,,,,,,
001103-00-0570,C16,C07,,,,,,,,,,,,,,
001103-00-0609,C16,,,,,,,,,,,,,,,
001103-00-0628,C16,C15,C06,,,,,,,,,,,,,
001103-00-0815,C16,C07,C11,,,,,,,,,,,,,
001103-00-1131,C16,C08,,,,,,,,,,,,,,
001103-00-0001,C16,WI0,WI0,WI0,WI0,WI0,WI0,WI0,WI0,,,,,,,
001101-00-0212,C16,C11,C08,,,,,,,,,,,,,
001101-00-0266,C16,,,,,,,,,,,,,,,
001101-00-0320,C16,C15,C03,,,,,,,,,,,,,
000402-00-0025,C16,C11,C01,C03,,,,,,,,,,,,
000401-00-0230,C16,C11,C07,,,,,,,,,,,,,
000401-00-0243,C16,,,,,,,,,,,,,,,
000401-00-0302,C16,,,,,,,,,,,,,,,
000401-00-0794,C16,C07,C04,C01,C11,,,,,,,,,,,
000401-00-0902,C16,C11,C07,,,,,,,,,,,,,
000401-00-0986,C16,C03,,,,,,,,,,,,,,
000403-00-0069,C16,,,,,,,,,,,,,,,
000403-00-0207,C16,,,,,,,,,,,,,,,
000103-00-0725,C16,C08,,,,,,,,,,,,,,
000103-00-0931,C16,,,,,,,,,,,,,,,
000702-00-0275,C16,,,,,,,,,,,,,,,
000603-00-0461,C16,C11,,,,,,,,,,,,,,
000603-00-0528,C16,,,,,,,,,,,,,,,
001102-00-0063,C16,,,,,,,,,,,,,,,
001102-00-0088,C16,C07,,,,,,,,,,,,,,
001102-00-0401,C16,,,,,,,,,,,,,,,
001102-00-1075,C16,,,,,,,,,,,,,,,
001102-00-1300,C16,C06,,,,,,,,,,,,,,
001102-00-1467,C16,C01,C11,,,,,,,,,,,,,
001102-00-1516,C16,C01,C11,,,,,,,,,,,,,
000701-00-0265,C16,C01,C03,C02,,,,,,,,,,,,
000701-00-0422,C16,C09,C02,C01,,,,,,,,,,,,
000701-00-0616,C16,C01,C03,C02,C11,,,,,,,,,,,
000701-00-0651,C16,C01,C03,C11,C09,C06,,,,,,,,,,
000701-00-0658,C16,C04,C15,C10,,,,,,,,,,,,
000701-00-0829,C16,C02,C03,,,,,,,,,,,,,
000701-00-0868,C16,C03,C11,C01,C04,C15,,,,,,,,,,
001002-00-0688,C16,C04,C07,,,,,,,,,,,,,
001002-00-1142,C16,,,,,,,,,,,,,,,
001002-00-1186,C16,C09,,,,,,,,,,,,,,
000301-00-0110,C16,C03,C15,,,,,,,,,,,,,
000301-00-0238,C16,,,,,,,,,,,,,,,
000301-00-0289,C16,C07,C03,,,,,,,,,,,,,
000301-00-0291,C16,C03,C07,C11,,,,,,,,,,,,
000301-00-0393,C16,,,,,,,,,,,,,,,
000301-00-0396,C16,,,,,,,,,,,,,,,
000301-00-0444,C16,,,,,,,,,,,,,,,
000301-00-0585,C16,C15,C06,C11,,,,,,,,,,,,
000301-00-0621,C16,,,,,,,,,,,,,,,
000901-00-0073,C16,C06,C03,,,,,,,,,,,,,
000901-00-0460,C16,C09,,,,,,,,,,,,,,
000901-00-0462,C16,C09,C01,,,,,,,,,,,,,
000901-00-0512,C16,C01,C03,,,,,,,,,,,,,
000901-00-0660,C16,C01,C02,C09,,,,,,,,,,,,
000901-00-0818,C16,C01,C03,C11,C02,,,,,,,,,,,
000901-00-0880,C16,C09,,,,,,,,,,,,,,
000901-00-0934,C16,C01,,,,,,,,,,,,,,
000901-00-1220,C16,C10,,,,,,,,,,,,,,
000901-00-1378,C16,C01,C06,,,,,,,,,,,,,
000901-00-1393,C16,C02,C06,C01,C03,,,,,,,,,,,
000901-00-0019,C16,C01,C02,C09,,,,,,,,,,,,
000502-00-0619,C01,C16,,,,,,,,,,,,,,
000902-00-1263,C01,C16,C06,,,,,,,,,,,,,
000603-00-0367,C01,C16,,,,,,,,,,,,,,
001102-00-0996,C08,C16,,,,,,,,,,,,,,
001003-00-0267,C04,C16,C10,C07,C08,,,,,,,,,,,
000303-00-0438,C04,C16,C01,,,,,,,,,,,,,
000601-00-0329,C04,C16,C02,C01,,,,,,,,,,,,
000501-00-0435,C04,C16,C15,,,,,,,,,,,,,
000403-00-0064,C04,C16,C07,C08,,,,,,,,,,,,
000601-00-0166,C08,C04,C16,C01,C09,C15,,,,,,,,,,
000503-00-0546,C07,C16,C15,,,,,,,,,,,,,
000502-00-0525,C07,C01,C16,,,,,,,,,,,,,
000902-00-0672,C07,C16,,,,,,,,,,,,,,
000902-00-0920,C07,C16,C11,,,,,,,,,,,,,
000501-00-0060,C07,C16,C11,C02,C10,C09,C03,,,,,,,,,
000501-00-0443,C07,C16,C03,,,,,,,,,,,,,
000402-00-0727,C07,C16,C11,,,,,,,,,,,,,
000401-00-0142,C07,C16,C04,C08,C10,C11,,,,,,,,,,
000403-00-0185,C07,C16,C11,,,,,,,,,,,,,
000602-00-0653,C04,C01,C10,C07,C16,C08,,,,,,,,,,
000101-00-0565,C03,C15,C16,,,,,,,,,,,,,
000303-00-0498,C03,C16,C11,,,,,,,,,,,,,
000601-00-0833,C03,C16,C06,C15,,,,,,,,,,,,
000401-00-0844,C03,C07,C16,,,,,,,,,,,,,
000202-00-0007,C03,C16,C13,C11,,,,,,,,,,,,
000701-00-0758,C03,C01,C16,C11,C02,C06,C09,C15,C13,,,,,,,
000901-00-0607,C03,C16,C11,C01,C02,C09,C06,,,,,,,,,
000903-00-1172,C04,C03,C16,C06,,,,,,,,,,,,
001101-00-0057,C07,C03,C16,C13,C11,,,,,,,,,,,
001101-00-0064,C07,C03,C16,C13,C02,,,,,,,,,,,
001102-00-0772,C08,C07,C03,C16,,,,,,,,,,,,
000503-00-0009,C14,C06,,,,,,,,,,,,,,
000503-00-0017,C14,C01,C10,,,,,,,,,,,,,
000503-00-0081,C14,C01,C15,C06,C02,C16,,,,,,,,,,
000503-00-0241,C14,C13,C15,,,,,,,,,,,,,
000503-00-0278,C14,C15,,,,,,,,,,,,,,
000503-00-0306,C14,C06,C15,,,,,,,,,,,,,
000503-00-0336,C14,C02,C06,C10,C01,C03,,,,,,,,,,
000503-00-0342,C14,C03,C06,,,,,,,,,,,,,
000503-00-0359,C14,C15,C03,C09,C13,,,,,,,,,,,
000503-00-0367,C14,C15,C01,C02,C16,C06,C09,,,,,,,,,
000503-00-0369,C14,C01,C02,C03,C15,,,,,,,,,,,
000503-00-0421,C14,C15,C06,C02,C01,C09,,,,,,,,,,
000503-00-0426,C14,C15,C06,,,,,,,,,,,,,
000503-00-0436,C14,,,,,,,,,,,,,,,
000503-00-0440,C14,C15,,,,,,,,,,,,,,
000503-00-0453,C14,C15,C06,C03,,,,,,,,,,,,
000503-00-0492,C14,C06,C15,C03,,,,,,,,,,,,
000503-00-0504,C14,C03,C15,,,,,,,,,,,,,
000503-00-0528,C14,C10,,,,,,,,,,,,,,
000503-00-0537,C14,,,,,,,,,,,,,,,
000503-00-0539,overvote,C14,C01,C02,C07,C16,,,,,,,,,,
000503-00-0555,C14,C01,C02,,,,,,,,,,,,,
000503-00-0559,C14,C06,C01,C09,,,,,,,,,,,,
000503-00-0668,C14,C15,C13,,,,,,,,,,,,,
000503-00-0848,C14,C11,,,,,,,,,,,,,,
000503-00-1060,C14,C02,C11,C03,,,,,,,,,,,,
000503-00-1085,C14,C03,C02,C01,,,,,,,,,,,,
000203-00-0010,C14,,,,,,,,,,,,,,,
000502-00-0240,C14,C15,,,,,,,,,,,,,,
000502-00-0263,C14,C15,C03,C11,C06,,,,,,,,,,,
000502-00-0285,C14,C02,C07,C15,C11,,,,,,,,,,,
000502-00-0324,C14,,,,,,,,,,,,,,,
000502-00-0335,C14,C03,C11,C13,C07,,,,,,,,,,,
000502-00-0371,C14,C03,C07,,,,,,,,,,,,,
000502-00-0415,C14,C01,C06,,,,,,,,,,,,,
000502-00-0430,C14,C01,C06,,,,,,,,,,,,,
000502-00-0463,C14,C07,C03,C06,,,,,,,,,,,,
000502-00-0508,C14,C11,C02,C13,C01,C15,,,,,,,,,,
000502-00-0613,C14,,,,,,,,,,,,,,,
000502-00-0692,C14,C07,,,,,,,,,,,,,,
000502-00-0958,C14,C07,C03,C06,C15,C16,C02,,,,,,,,,
000502-00-1075,C14,C06,C02,C15,,,,,,,,,,,,
000802-00-0161,C14,C06,C15,C03,,,,,,,,,,,,
000802-00-0371,C14,C06,C07,,,,,,,,,,,,,
000802-00-0379,C14,C15,C06,C07,,,,,,,,,,,,
000802-00-0433,C14,C03,C11,,,,,,,,,,,,,
000802-00-0525,C14,C03,C15,,,,,,,,,,,,,
000802-00-0580,C14,C15,C03,C06,C11,,,,,,,,,,,
000802-00-0582,C14,C15,C03,C06,,,,,,,,,,,,
000802-00-0737,C14,C06,C02,C01,C13,C15,,,,,,,,,,
000101-00-0011,C14,C15,C07,,,,,,,,,,,,,
000101-00-0018,C14,C02,C15,C11,C03,C07,C09,C10,,,,,,,,
000101-00-0020,C14,,,,,,,,,,,,,,,
000101-00-0122,C14,C15,C03,C06,C13,,,,,,,,,,,
000101-00-0139,C14,C15,C06,C07,C11,,,,,,,,,,,
000101-00-0154,C14,C15,,,,,,,,,,,,,,
000101-00-0156,C14,C15,C06,,,,,,,,,,,,,
000101-00-0196,C14,C15,C06,C09,,,,,,,,,,,,
000101-00-0214,C14,C15,C06,C02,,,,,,,,,,,,
000101-00-0222,C14,,,,,,,,,,,,,,,
000101-00-0228,C14,C15,C02,C06,C03,,,,,,,,,,,
000101-00-0239,C14,C15,C11,C01,,,,,,,,,,,,
000101-00-0269,C14,C15,C06,C03,C13,,,,,,,,,,,
000101-00-0317,C14,C06,C15,C02,,,,,,,,,,,,
000101-00-0320,C14,,,,,,,,,,,,,,,
000101-00-0344,C14,C15,C11,C02,,,,,,,,,,,,
000101-00-0394,C14,C15,,,,,,,,,,,,,,
000101-00-0432,C14,C15,C06,C07,,,,,,,,,,,,
000101-00-0477,C14,C15,C16,,,,,,,,,,,,,
000101-00-0514,C14,C06,C02,C09,,,,,,,,,,,,
000101-00-0552,C14,C03,C15,,,,,,,,,,,,,
000101-00-0598,C14,C11,C15,C01,C13,C02,,,,,,,,,,
000101-00-0664,C14,C15,C03,C06,C07,,,,,,,,,,,
000101-00-0695,C14,,,,,,,,,,,,,,,
000101-00-0697,C14,C15,C03,,,,,,,,,,,,,
000101-00-0702,C14,C15,C03,C11,C16,C04,C07,C08,C09,,,,,,,
000101-00-0720,C14,C15,,,,,,,,,,,,,,
000101-00-0743,C14,C04,C07,,,,,,,,,,,,,
000703-00-0053,C14,C04,C09,C05,,,,,,,,,,,,
000703-00-0065,C14,C07,C02,C06,C09,,,,,,,,,,,
000703-00-0067,C14,C09,C16,C03,C04,,,,,,,,,,,
000703-00-0087,C14,C09,C15,C13,C01,C02,C06,,,,,,,,,
000703-00-0115,C14,C11,C05,,,,,,,,,,,,,
000302-00-0012,C14,C15,C06,C09,,,,,,,,,,,,
000302-00-0071,C14,C05,C02,,,,,,,,,,,,,
000302-00-0100,C14,C06,,,,,,,,,,,,,,
000302-00-0107,C14,C05,C13,,,,,,,,,,,,,
000302-00-0133,C14,,,,,,,,,,,,,,,
000302-00-0206,C14,,,,,,,,,,,,,,,
000302-00-0279,C14,,,,,,,,,,,,,,,
000302-00-0294,C14,C03,C15,C06,,,,,,,,,,,,
000302-00-0355,C14,C15,C03,,,,,,,,,,,,,
000302-00-0382,C14,C07,C16,,,,,,,,,,,,,
000302-00-0411,C14,C15,C03,C06,C13,C02,C05,,,,,,,,,
000302-00-0594,C14,C03,,,,,,,,,,,,,,
000302-00-0631,C14,C15,C03,,,,,,,,,,,,,
001003-00-0003,C14,,,,,,,,,,,,,,,
001003-00-0153,C14,C07,,,,,,,,,,,,,,
001003-00-0161,C14,C15,C05,C06,C07,C09,C08,C03,,,,,,,,
001003-00-0272,C14,C09,C15,C06,C05,C13,,,,,,,,,,
001003-00-0363,C14,C06,C01,,,,,,,,,,,,,
001003-00-0381,C14,C09,,,,,,,,,,,,,,
001003-00-0672,C14,C05,,,,,,,,,,,,,,
001003-00-0693,C14,,,,,,,,,,,,,,,
001003-00-0694,C14,,,,,,,,,,,,,,,
001003-00-0794,C14,C06,C15,C08,C03,,,,,,,,,,,
001001-00-0012,C14,C15,,,,,,,,,,,,,,
001001-00-0017,C14,,,,,,,,,,,,,,,
001001-00-0092,C14,C08,C06,C13,C15,C02,C03,C05,C09,C11,,,,,,
001001-00-0231,C14,,,,,,,,,,,,,,,
001001-00-0235,C14,C01,C05,C09,,,,,,,,,,,,
001001-00-0458,C14,,,,,,,,,,,,,,,
001001-00-0607,C14,C03,C06,C05,C01,C15,C09,C10,,,,,,,,
001001-00-0615,C14,C01,C02,C11,C15,C09,C03,C04,C05,,,,,,,
001001-00-0639,C14,C09,C11,C13,C15,C01,C02,C03,C05,C06,,,,,,
001001-00-0767,C14,,,,,,,,,,,,,,,
001001-00-0926,C14,C06,,,,,,,,,,,,,,
001001-00-0943,C14,C02,C03,C13,,,,,,,,,,,,
001001-00-0957,C14,C06,C09,C15,C03,C05,C11,,,,,,,,,
001001-00-0961,C14,C03,C06,C02,C05,C09,C15,C11,C01,C13,,,,,,
001001-00-0991,C14,C15,C02,C01,C06,,,,,,,,,,,
000903-00-0002,C14,C06,,,,,,,,,,,,,,
000903-00-0005,C14,C15,C06,,,,,,,,,,,,,
000903-00-0059,C14,C06,C15,,,,,,,,,,,,,
000903-00-0062,C14,C03,C15,,,,,,,,,,,,,
000903-00-0069,C14,C06,C01,C15,C02,,,,,,,,,,,
000903-00-0089,C14,C03,C15,,,,,,,,,,,,,
000903-00-0119,C14,C06,C11,C09,C15,C02,C13,,,,,,,,,
000903-00-0134,C14,C06,C09,C15,,,,,,,,,,,,
000903-00-0144,C14,C15,C07,,,,,,,,,,,,,
000903-00-0206,C14,C02,C06,,,,,,,,,,,,,
000903-00-0210,C14,C15,C03,C09,C07,C10,,,,,,,,,,
000903-00-0272,C14,C07,C15,C06,,,,,,,,,,,,
000903-00-0282,C14,C15,C03,C06,,,,,,,,,,,,
000903-00-0318,C14,C08,C13,,,,,,,,,,,,,
000903-00-0341,C14,,,,,,,,,,,,,,,
000903-00-0348,C14,,,,,,,,,,,,,,,
000903-00-0369,C14,C01,C02,C06,C11,C09,C07,C15,,,,,,,,
000903-00-0371,C14,C05,C06,C15,C02,,,,,,,,,,,
000903-00-0375,C14,C06,C05,C02,C15,,,,,,,,,,,
000903-00-0383,C14,C06,C09,C02,,,,,,,,,,,,
000903-00-0393,C14,C06,C15,C03,,,,,,,,,,,,
000903-00-0425,C14,C06,C09,,,,,,,,,,,,,
000903-00-0436,C14,C06,C01,C09,,,,,,,,,,,,
000903-00-0455,C14,C03,C09,,,,,,,,,,,,,
000903-00-0465,C14,C06,C15,C02,C01,C11,C12,C03,,,,,,,,
000903-00-0489,C14,C15,,,,,,,,,,,,,,
000903-00-0496,C14,C07,C15,C05,C06,,,,,,,,,,,
000903-00-0513,C14,C06,C02,,,,,,,,,,,,,
000903-00-0521,C14,C06,C01,C02,,,,,,,,,,,,
000903-00-0529,C14,C15,,,,,,,,,,,,,,
000903-00-0531,C14,C06,C03,C02,C08,C09,C10,C11,C12,C13,C15,C16,C01,C04,C05,C07
000903-00-0536,C14,C10,C08,C07,,,,,,,,,,,,
000903-00-0544,C14,C11,C13,C15,C16,C01,C06,C07,,,,,,,,
000903-00-0546,C14,C06,C01,C15,C05,,,,,,,,,,,
000903-00-0557,C14,C03,C07,,,,,,,,,,,,,
000903-00-0565,C14,C06,C03,,,,,,,,,,,,,
000903-00-0572,C14,C02,C06,C09,C03,,,,,,,,,,,
