rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
"Harding, Jr., Richard","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Kadete, Elechi M."
"Weinstein, David J.","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cronin, Fran Albin","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Harding, Jr., Richard",skipped,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Harding, Jr., Richard","Crutchfield, Jake W.","Cronin, Fran Albin","Cisternino, Pia","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Bowman, Manikka L.","Weinstein, David J.","Cisternino, Pia","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard"
"Cisternino, Pia","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Crutchfield, Jake W.","Harding, Jr., Richard","Weinstein, David J.","Kelly, Kathleen M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Cisternino, Pia","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran Albin","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Bowman, Manikka L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Bowman, Manikka L.","Fantini, Alfred B.","Kelly, Kathleen M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia","Bowman, Manikka L.","Cronin, Fran Albin","Fantini, Alfred B.","Kadete, Elechi M.","Harding, Jr., Richard","Weinstein, David J."
"Harding, Jr., Richard","Nolan, Patricia M.","Weinstein, David J.","Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L."
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,"Bowman, Manikka L.",skipped,Write-In 2,skipped,skipped,skipped,skipped,skipped,skipped
overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Kadete, Elechi M.","Nolan, Patricia M.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran Albin","Harding, Jr., Richard","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Bowman, Manikka L.","Crutchfield, Jake W.","Cronin, Fran Albin","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped
"Cisternino, Pia","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Cronin, Fran Albin","Dexter, Emily R.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cisternino, Pia","Dexter, Emily R.","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Crutchfield, Jake W.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Harding, Jr., Richard","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Cisternino, Pia","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M.","Cisternino, Pia","Harding, Jr., Richard","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M.","Cisternino, Pia","Harding, Jr., Richard","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Crutchfield, Jake W.","Bowman, Manikka L.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Cronin, Fran Albin","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kadete, Elechi M.","Bowman, Manikka L.","Cronin, Fran Albin","Crutchfield, Jake W.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Bowman, Manikka L.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Weinstein, David J.","Kadete, Elechi M.",skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Harding, Jr., Richard","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Nolan, Patricia M.","Harding, Jr., Richard","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Harding, Jr., Richard","Bowman, Manikka L.","Cisternino, Pia","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cisternino, Pia","Harding, Jr., Richard","Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Kadete, Elechi M.","Harding, Jr., Richard","Dexter, Emily R.","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Weinstein, David J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cronin, Fran Albin","Crutchfield, Jake W.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kadete, Elechi M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Crutchfield, Jake W.","Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Crutchfield, Jake W.","Kadete, Elechi M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Dexter, Emily R.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.","Weinstein, David J."
"Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Crutchfield, Jake W.","Bowman, Manikka L.","Nolan, Patricia M.","Cisternino, Pia","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran Albin","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Cisternino, Pia","Cronin, Fran Albin","Kelly, Kathleen M.","Weinstein, David J.","Harding, Jr., Richard","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped
"Kadete, Elechi M.","Cronin, Fran Albin","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Weinstein, David J.","Cisternino, Pia","Nolan, Patricia M.","Bowman, Manikka L.","Kadete, Elechi M.","Dexter, Emily R."
"Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Harding, Jr., Richard","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Kadete, Elechi M.","Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia","Crutchfield, Jake W."
"Crutchfield, Jake W.","Bowman, Manikka L.","Kadete, Elechi M.","Cronin, Fran Albin","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Bowman, Manikka L.","Kadete, Elechi M.","Cronin, Fran Albin","Kelly, Kathleen M.","Dexter, Emily R.","Cisternino, Pia",skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Dexter, Emily R.","Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
